"full_name","url","description","中文描述","项目分类","项目评价","相关性等级","相关性评分","相关性理由","language","stars","forks","archived","created_at","updated_at","pushed_at","topics"
"nonfictionalsomm/Tasmania-Interactive","https://github.com/nonfictionalsomm/Tasmania-Interactive","","原始描述为空；根据仓库名判断，可能是塔斯马尼亚相关资料、网站或应用项目。","其他 Tasmania 相关","与 Tasmania 有一定关系，建议结合 README 再判断具体价值。 描述信息较少或主题较边缘，可放在后面查看。","低","1","可以确认有塔州关联，但项目主题较泛或描述信息有限。","HTML","0","0","False","2025-10-18T01:46:33Z","2025-10-18T01:46:46Z","2025-10-18T01:46:43Z",""
"nirmitgarg/tasmania-plan","https://github.com/nirmitgarg/tasmania-plan","","原始描述为空；根据仓库名判断，可能是塔斯马尼亚相关资料、网站或应用项目。","其他 Tasmania 相关","与 Tasmania 有一定关系，建议结合 README 再判断具体价值。 描述信息较少或主题较边缘，可放在后面查看。","低","1","可以确认有塔州关联，但项目主题较泛或描述信息有限。","","0","0","False","2026-01-13T12:25:13Z","2026-01-13T12:47:47Z","2026-01-13T12:47:43Z",""
"sllnycrfst/discover-tasmania","https://github.com/sllnycrfst/discover-tasmania","","原始描述为空；根据仓库名判断，可能是塔斯马尼亚相关资料、网站或应用项目。","其他 Tasmania 相关","与 Tasmania 有一定关系，建议结合 README 再判断具体价值。 描述信息较少或主题较边缘，可放在后面查看。","低","1","可以确认有塔州关联，但项目主题较泛或描述信息有限。","JavaScript","0","0","False","2025-07-08T12:07:52Z","2025-07-08T12:38:16Z","2025-07-08T12:38:13Z",""
"mjec/wwc-tasmania","https://github.com/mjec/wwc-tasmania","Automate Tasmanian working with children check verification","与塔斯马尼亚有关的资料、应用或网站项目；原始描述较简略，建议打开 README 进一步确认。","其他 Tasmania 相关","与 Tasmania 有一定关系，建议结合 README 再判断具体价值。 仓库已归档，主要适合参考，不适合作为活跃依赖。","低","1","可以确认有塔州关联，但项目主题较泛或描述信息有限。","Python","0","0","True","2014-11-24T09:47:25Z","2026-03-24T19:29:00Z","2017-07-22T21:21:01Z",""
"TripMomentIntern/2026_Tasmania","https://github.com/TripMomentIntern/2026_Tasmania","塔斯馬尼亞 7 日極致漫遊：從星空到雨林的感官覺醒 深入澳洲最南端的島州，時刻旅行旅途企劃團隊為您量身打造這趟為期 7 天的避世之旅。穿梭於古老的搖籃山雨林、探索酒杯灣的純淨海岸，並在無光害的南半球穹頂下捕捉神秘南極光。這不僅是一次自駕之旅，更是一場洗滌心靈的生態與文化朝聖。我們以最高規格的實地考察，為您梳理出最真實的南半球秘境指南。 - Deployed by EZPage","塔斯马尼亚旅游、住宿、行程或目的地展示项目。","旅游/地方体验","适合了解塔州旅行、目的地、路线、活动或地方体验类应用。 可作为第二梯队资料查看。","中","3","与塔州主题明确相关，但更偏内容展示、旅行记录或文化资料。","HTML","0","0","False","2026-05-02T03:29:31Z","2026-05-02T03:29:38Z","2026-05-02T03:29:35Z",""
"Hildacareau/NDIS-Tasmania","https://github.com/Hildacareau/NDIS-Tasmania","","原始描述为空；根据仓库名判断，可能是塔斯马尼亚相关资料、网站或应用项目。","其他 Tasmania 相关","与 Tasmania 有一定关系，建议结合 README 再判断具体价值。 描述信息较少或主题较边缘，可放在后面查看。","低","1","可以确认有塔州关联，但项目主题较泛或描述信息有限。","","0","0","False","2025-07-15T12:53:59Z","2025-07-15T12:54:03Z","2025-07-15T12:57:16Z",""
"ztgreene/tasmanian_devils","https://github.com/ztgreene/tasmanian_devils","An analysis of the difference between sexes of devils suffering from facial tumour","塔斯马尼亚生态、气候、海洋、森林或本土物种相关研究项目。","生态/气候/物种研究","适合关注塔州生态、气候、海洋、森林或本土物种研究。 相关性高，建议优先打开核查。","高","4","项目内容与塔州研究、数据或公共信息高度相关。","R","0","0","False","2021-10-13T01:03:53Z","2021-10-13T01:09:04Z","2021-10-13T01:09:02Z",""
"markoinh/RoamTasmania","https://github.com/markoinh/RoamTasmania","","原始描述为空；根据仓库名判断，可能是塔斯马尼亚相关资料、网站或应用项目。","其他 Tasmania 相关","与 Tasmania 有一定关系，建议结合 README 再判断具体价值。 描述信息较少或主题较边缘，可放在后面查看。","低","1","可以确认有塔州关联，但项目主题较泛或描述信息有限。","JavaScript","0","0","False","2026-04-18T09:52:46Z","2026-04-18T10:06:22Z","2026-04-18T10:06:18Z",""
"lisa-craw/tasmania_airbnbs","https://github.com/lisa-craw/tasmania_airbnbs","plotting Tasmanian Airbnb data","分析或可视化塔斯马尼亚 Airbnb 房源数据的项目。","本地商业/生活服务","适合了解塔州本地商业/生活服务案例，但一般不是核心技术项目。 可作为第二梯队资料查看。","中","2","与塔州本地服务或商业相关，但技术/数据价值通常较弱。","Python","1","0","False","2023-03-07T05:24:32Z","2023-05-31T01:13:58Z","2023-03-16T03:13:26Z",""
"chrisatkinson9/RSV_Tasmania","https://github.com/chrisatkinson9/RSV_Tasmania","Repository of RSV phylogenetic trees and fishplots (Tasmania)","塔斯马尼亚 RSV 系统发育树和可视化数据项目。","其他 Tasmania 相关","与 Tasmania 有一定关系，建议结合 README 再判断具体价值。 描述信息较少或主题较边缘，可放在后面查看。","低","1","可以确认有塔州关联，但项目主题较泛或描述信息有限。","","0","0","False","2024-04-04T02:34:09Z","2025-04-29T01:40:23Z","2025-04-29T01:40:20Z",""
"GitToby/awesome-tasmania","https://github.com/GitToby/awesome-tasmania","","原始描述为空；根据仓库名判断，可能是塔斯马尼亚相关资料、网站或应用项目。","其他 Tasmania 相关","与 Tasmania 有一定关系，建议结合 README 再判断具体价值。 仓库已归档，主要适合参考，不适合作为活跃依赖。","低","1","可以确认有塔州关联，但项目主题较泛或描述信息有限。","TypeScript","0","0","True","2023-12-13T23:23:20Z","2026-03-13T17:50:49Z","2024-01-03T23:46:48Z",""
"ElijahCuff/Tas-GRN-Collection","https://github.com/ElijahCuff/Tas-GRN-Collection","Tasmania Government Radio Network Collection","塔斯马尼亚政府无线电网络资料收集项目。","政府/公共服务/开放数据","适合追踪塔州公共数据、政府服务、交通、消防、能源或地方议会信息。 相关性高，建议优先打开核查。","高","4","项目内容与塔州研究、数据或公共信息高度相关。","PHP","0","0","False","2022-07-30T12:37:24Z","2022-12-31T07:11:51Z","2023-08-01T08:00:29Z",""
"sarikshyaadhikari/explore-tasmania","https://github.com/sarikshyaadhikari/explore-tasmania","","原始描述为空；根据仓库名判断，可能是塔斯马尼亚相关资料、网站或应用项目。","其他 Tasmania 相关","与 Tasmania 有一定关系，建议结合 README 再判断具体价值。 描述信息较少或主题较边缘，可放在后面查看。","低","1","可以确认有塔州关联，但项目主题较泛或描述信息有限。","HTML","0","0","False","2026-04-29T07:07:17Z","2026-04-29T12:14:38Z","2026-04-29T12:14:33Z",""
"GLAM-Workbench/libraries-tasmania","https://github.com/GLAM-Workbench/libraries-tasmania","","原始描述为空；根据仓库名判断，可能是塔斯马尼亚相关资料、网站或应用项目。","其他 Tasmania 相关","与 Tasmania 有一定关系，建议结合 README 再判断具体价值。 描述信息较少或主题较边缘，可放在后面查看。","低","1","可以确认有塔州关联，但项目主题较泛或描述信息有限。","Jupyter Notebook","0","0","False","2022-09-15T04:21:45Z","2022-09-15T04:21:50Z","2022-09-15T06:39:57Z",""
"marcodejongh/ferry-checker","https://github.com/marcodejongh/ferry-checker","Checks for ferries to Tasmania","检查或跟踪前往塔斯马尼亚渡轮信息的项目。","旅游/地方体验","适合了解塔州旅行、目的地、路线、活动或地方体验类应用。 可作为第二梯队资料查看。","中","3","与塔州主题明确相关，但更偏内容展示、旅行记录或文化资料。","JavaScript","0","0","False","2023-03-01T04:48:40Z","2023-03-01T05:43:48Z","2023-03-01T23:31:53Z",""
"SanchoDev39/ExploreFlindersIsland","https://github.com/SanchoDev39/ExploreFlindersIsland","Webpage About Flinders Island - Tasmania","介绍塔斯马尼亚弗林德斯岛的网页项目。","旅游/地方体验","适合了解塔州旅行、目的地、路线、活动或地方体验类应用。 可作为第二梯队资料查看。","中","3","与塔州主题明确相关，但更偏内容展示、旅行记录或文化资料。","JavaScript","0","0","False","2024-09-30T01:46:42Z","2025-12-29T05:04:07Z","2026-01-13T13:19:59Z",""
"43South/Tasmanian-Councils","https://github.com/43South/Tasmanian-Councils","","原始描述为空；根据仓库名判断，可能是塔斯马尼亚相关资料、网站或应用项目。","政府/公共服务/开放数据","适合追踪塔州公共数据、政府服务、交通、消防、能源或地方议会信息。 相关性高，建议优先打开核查。","高","4","项目内容与塔州研究、数据或公共信息高度相关。","","0","0","False","2021-09-30T10:16:30Z","2021-09-30T10:16:30Z","2021-09-30T10:16:30Z",""
"chrmccar/tasmania_seasons","https://github.com/chrmccar/tasmania_seasons","A dataset of seasonal changes in Tasmanian ","与塔斯马尼亚有关的资料、应用或网站项目；原始描述较简略，建议打开 README 进一步确认。","其他 Tasmania 相关","与 Tasmania 有一定关系，建议结合 README 再判断具体价值。 描述信息较少或主题较边缘，可放在后面查看。","低","1","可以确认有塔州关联，但项目主题较泛或描述信息有限。","Python","0","0","False","2025-03-20T16:53:31Z","2025-03-25T14:08:36Z","2025-03-25T14:08:33Z",""
"RedThreadGrp/tasmanian_treasures","https://github.com/RedThreadGrp/tasmanian_treasures","handcrafted art and jewelry from the shores of tasmania australia","与塔斯马尼亚有关的资料、应用或网站项目；原始描述较简略，建议打开 README 进一步确认。","其他 Tasmania 相关","与 Tasmania 有一定关系，建议结合 README 再判断具体价值。 描述信息较少或主题较边缘，可放在后面查看。","低","1","可以确认有塔州关联，但项目主题较泛或描述信息有限。","JavaScript","0","0","False","2025-08-25T16:30:51Z","2025-08-29T03:04:39Z","2025-08-29T03:04:36Z",""
"travelens/tasmania-2023","https://github.com/travelens/tasmania-2023","We returned back to Tasmania after 5 years on 27 March-3 April 2023 to discover what has changed since the COVID lockdown.","塔斯马尼亚旅游、住宿、行程或目的地展示项目。","旅游/地方体验","适合了解塔州旅行、目的地、路线、活动或地方体验类应用。 可作为第二梯队资料查看。","中","3","与塔州主题明确相关，但更偏内容展示、旅行记录或文化资料。","Astro","0","0","False","2023-04-21T07:42:26Z","2025-03-04T06:59:56Z","2025-03-04T06:59:45Z",""
"acatling/eucalyptus-tasmania-project","https://github.com/acatling/eucalyptus-tasmania-project","","原始描述为空；根据仓库名判断，可能是塔斯马尼亚相关资料、网站或应用项目。","生态/气候/物种研究","适合关注塔州生态、气候、海洋、森林或本土物种研究。 相关性高，建议优先打开核查。","高","4","项目内容与塔州研究、数据或公共信息高度相关。","R","0","0","False","2022-08-01T06:11:22Z","2023-04-10T22:05:51Z","2023-11-01T03:17:09Z",""
"justDlight/Shop_Tasmania_CSS","https://github.com/justDlight/Shop_Tasmania_CSS","This code was developed by John Weiss for the Shop Tasmania Application.","塔斯马尼亚本地商业、生活服务或市场类项目。","本地商业/生活服务","适合了解塔州本地商业/生活服务案例，但一般不是核心技术项目。 可作为第二梯队资料查看。","中","2","与塔州本地服务或商业相关，但技术/数据价值通常较弱。","CSS","1","0","False","2023-03-15T02:32:10Z","2023-03-15T03:42:52Z","2023-03-15T04:14:45Z",""
"wragge/chinese-tasmania","https://github.com/wragge/chinese-tasmania","","原始描述为空；根据仓库名判断，可能是塔斯马尼亚相关资料、网站或应用项目。","其他 Tasmania 相关","与 Tasmania 有一定关系，建议结合 README 再判断具体价值。 描述信息较少或主题较边缘，可放在后面查看。","低","1","可以确认有塔州关联，但项目主题较泛或描述信息有限。","HTML","0","0","False","2023-04-28T02:07:13Z","2025-08-08T07:42:54Z","2025-08-08T07:42:51Z",""
"SofiaDL03/Airbnb_Tasmania","https://github.com/SofiaDL03/Airbnb_Tasmania","","原始描述为空；根据仓库名判断，可能是塔斯马尼亚相关资料、网站或应用项目。","本地商业/生活服务","适合了解塔州本地商业/生活服务案例，但一般不是核心技术项目。 可作为第二梯队资料查看。","中","2","与塔州本地服务或商业相关，但技术/数据价值通常较弱。","Jupyter Notebook","0","0","False","2023-11-07T09:39:11Z","2023-11-30T15:35:27Z","2023-11-30T15:35:10Z",""
"yanter/ccat","https://github.com/yanter/ccat","Chinese Community Association of Tasmania","塔斯马尼亚历史、文化、社区或人文资料项目。","历史/文化/社区","适合整理塔州历史、文化、社区组织或人文资料。 可作为第二梯队资料查看。","中","3","与塔州主题明确相关，但更偏内容展示、旅行记录或文化资料。","Astro","0","0","False","2026-01-27T21:46:11Z","2026-01-28T11:32:01Z","2026-01-28T11:31:54Z",""
"sergioiglevar/AIRBNB_TASMANIA","https://github.com/sergioiglevar/AIRBNB_TASMANIA","¿Es buena opcion Tasmania para invertir en viviendas turísticas?","分析或可视化塔斯马尼亚 Airbnb 房源数据的项目。","本地商业/生活服务","适合了解塔州本地商业/生活服务案例，但一般不是核心技术项目。 可作为第二梯队资料查看。","中","2","与塔州本地服务或商业相关，但技术/数据价值通常较弱。","Jupyter Notebook","0","0","False","2024-11-03T13:15:28Z","2024-11-03T13:37:34Z","2024-11-03T13:37:31Z",""
"RIKO910/tasmania-listing","https://github.com/RIKO910/tasmania-listing","","原始描述为空；根据仓库名判断，可能是塔斯马尼亚相关资料、网站或应用项目。","其他 Tasmania 相关","与 Tasmania 有一定关系，建议结合 README 再判断具体价值。 描述信息较少或主题较边缘，可放在后面查看。","低","1","可以确认有塔州关联，但项目主题较泛或描述信息有限。","PHP","0","0","False","2025-09-30T10:29:34Z","2025-09-30T10:30:26Z","2025-09-30T10:30:22Z",""
"olavobm/ITEnergySoutheastTasmania","https://github.com/olavobm/ITEnergySoutheastTasmania","","原始描述为空；根据仓库名判断，可能是塔斯马尼亚相关资料、网站或应用项目。","其他 Tasmania 相关","与 Tasmania 有一定关系，建议结合 README 再判断具体价值。 描述信息较少或主题较边缘，可放在后面查看。","低","1","可以确认有塔州关联，但项目主题较泛或描述信息有限。","","0","0","False","2021-01-13T03:08:13Z","2021-01-13T03:08:17Z","2021-01-13T03:08:15Z",""
"wragge/chinese-tasmania-jlite","https://github.com/wragge/chinese-tasmania-jlite","","原始描述为空；根据仓库名判断，可能是塔斯马尼亚相关资料、网站或应用项目。","其他 Tasmania 相关","与 Tasmania 有一定关系，建议结合 README 再判断具体价值。 描述信息较少或主题较边缘，可放在后面查看。","低","1","可以确认有塔州关联，但项目主题较泛或描述信息有限。","Jupyter Notebook","0","0","False","2025-08-15T04:04:38Z","2025-08-15T04:24:44Z","2025-08-15T04:24:41Z",""
"stanley0212/TasEatsServer","https://github.com/stanley0212/TasEatsServer","Tasmania Food Delivery for Restaurant Store","面向塔斯马尼亚的外卖/餐饮配送应用项目。","本地商业/生活服务","适合了解塔州本地商业/生活服务案例，但一般不是核心技术项目。 可作为第二梯队资料查看。","中","2","与塔州本地服务或商业相关，但技术/数据价值通常较弱。","Java","0","0","False","2021-04-03T14:22:53Z","2021-04-03T14:24:25Z","2021-04-03T14:24:22Z",""
"BR-JB-JR-Group-Projects/BWH-002-UHack-2018","https://github.com/BR-JB-JR-Group-Projects/BWH-002-UHack-2018","Entry for UHack Tasmania 2018","与塔斯马尼亚有关的资料、应用或网站项目；原始描述较简略，建议打开 README 进一步确认。","其他 Tasmania 相关","与 Tasmania 有一定关系，建议结合 README 再判断具体价值。 描述信息较少或主题较边缘，可放在后面查看。","低","1","可以确认有塔州关联，但项目主题较泛或描述信息有限。","Java","0","0","False","2018-07-12T23:33:14Z","2018-07-14T09:57:26Z","2018-07-14T22:03:10Z",""
"Atlantis-Ecosystem-Model/South_East_Tasmania_model","https://github.com/Atlantis-Ecosystem-Model/South_East_Tasmania_model","South East Tasmania Atlantis model","东南塔斯马尼亚 Atlantis 生态系统模型项目。","其他 Tasmania 相关","与 Tasmania 有一定关系，建议结合 README 再判断具体价值。 相关性高，建议优先打开核查。","高","5","主题直接指向塔斯马尼亚地点、机构、数据或物种，优先查看。","TypeScript","1","1","False","2018-10-31T22:36:01Z","2022-05-02T09:16:36Z","2022-07-01T03:52:04Z",""
"jakedoren/lost-in-tasmania","https://github.com/jakedoren/lost-in-tasmania","","原始描述为空；根据仓库名判断，可能是塔斯马尼亚相关资料、网站或应用项目。","其他 Tasmania 相关","与 Tasmania 有一定关系，建议结合 README 再判断具体价值。 描述信息较少或主题较边缘，可放在后面查看。","低","1","可以确认有塔州关联，但项目主题较泛或描述信息有限。","JavaScript","0","0","False","2021-06-26T17:49:09Z","2021-06-27T20:38:57Z","2021-06-27T20:38:55Z",""
"cintiaiha/Tasmanian_Macrocystis_genotyping","https://github.com/cintiaiha/Tasmanian_Macrocystis_genotyping","Scripts and pipelines used for Tasmanian Macrocystis pyrifera nuclear genome and genotyping.","塔斯马尼亚巨藻基因组和分型分析脚本。","生态/气候/物种研究","适合关注塔州生态、气候、海洋、森林或本土物种研究。 相关性高，建议优先打开核查。","高","4","项目内容与塔州研究、数据或公共信息高度相关。","HTML","0","0","False","2022-05-05T02:05:16Z","2022-10-06T00:00:13Z","2022-10-06T03:16:24Z",""
"WangQuanmeng/Conservation-Prioritization-Tasmania","https://github.com/WangQuanmeng/Conservation-Prioritization-Tasmania","experiments on how to prioritize zone selections for conservation planning","塔斯马尼亚保护优先级、保护规划或生态保护相关项目。","生态/气候/物种研究","适合关注塔州生态、气候、海洋、森林或本土物种研究。 相关性高，建议优先打开核查。","高","4","项目内容与塔州研究、数据或公共信息高度相关。","","0","0","False","2022-09-12T08:29:13Z","2022-09-12T08:29:13Z","2022-09-12T09:27:11Z",""
"lbesnard/River_Height_Tasmania","https://github.com/lbesnard/River_Height_Tasmania","A tool to send notification on twitter when a river is paddleable","塔斯马尼亚河流水位或可划船状态通知工具。","其他 Tasmania 相关","与 Tasmania 有一定关系，建议结合 README 再判断具体价值。 描述信息较少或主题较边缘，可放在后面查看。","低","1","可以确认有塔州关联，但项目主题较泛或描述信息有限。","Python","0","0","False","2014-05-15T07:01:49Z","2015-02-23T01:28:28Z","2016-02-15T00:05:28Z",""
"ahpoi/tasmania-overland-planner","https://github.com/ahpoi/tasmania-overland-planner","","原始描述为空；根据仓库名判断，可能是塔斯马尼亚相关资料、网站或应用项目。","旅游/地方体验","适合了解塔州旅行、目的地、路线、活动或地方体验类应用。 可作为第二梯队资料查看。","中","3","与塔州主题明确相关，但更偏内容展示、旅行记录或文化资料。","TypeScript","0","0","False","2026-03-23T11:47:48Z","2026-03-24T13:13:23Z","2026-03-24T13:13:18Z",""
"Getbusi/lgmtas","https://github.com/Getbusi/lgmtas","🌳 Lifestyle Garden Maintenance Tasmania website","塔斯马尼亚园艺/花园维护本地服务网站。","本地商业/生活服务","适合了解塔州本地商业/生活服务案例，但一般不是核心技术项目。 可作为第二梯队资料查看。","中","2","与塔州本地服务或商业相关，但技术/数据价值通常较弱。","HTML","0","0","False","2020-11-20T04:08:15Z","2026-03-02T03:54:29Z","2026-03-02T03:54:25Z",""
"peterfz30/gliding-tasmania-roster","https://github.com/peterfz30/gliding-tasmania-roster","","原始描述为空；根据仓库名判断，可能是塔斯马尼亚相关资料、网站或应用项目。","其他 Tasmania 相关","与 Tasmania 有一定关系，建议结合 README 再判断具体价值。 描述信息较少或主题较边缘，可放在后面查看。","低","1","可以确认有塔州关联，但项目主题较泛或描述信息有限。","HTML","0","0","False","2025-08-22T02:54:17Z","2025-08-22T02:57:40Z","2025-08-22T02:57:37Z",""
"Jlonndi/Tasmanian-RolePlay","https://github.com/Jlonndi/Tasmanian-RolePlay","Full source code for TassieRP with Custom Tasmanian Assets.. Releasing this project due to the fact it is abandoned and no longer worked on.. You may find some useful scripts in here maybe someone will get some use out of it.. Enjoy what was once tassieRP","与塔斯马尼亚有关的资料、应用或网站项目；原始描述较简略，建议打开 README 进一步确认。","其他 Tasmania 相关","与 Tasmania 有一定关系，建议结合 README 再判断具体价值。 描述信息较少或主题较边缘，可放在后面查看。","低","1","可以确认有塔州关联，但项目主题较泛或描述信息有限。","","1","0","False","2022-01-05T10:30:20Z","2022-05-24T15:59:45Z","2021-12-15T11:16:40Z",""
"KathyReid/round-tasmania-palette","https://github.com/KathyReid/round-tasmania-palette","A colour palette for Inkscape and GIMP based on Tania Walker's Round Tasmania artwork","与塔斯马尼亚有关的资料、应用或网站项目；原始描述较简略，建议打开 README 进一步确认。","其他 Tasmania 相关","与 Tasmania 有一定关系，建议结合 README 再判断具体价值。 描述信息较少或主题较边缘，可放在后面查看。","低","1","可以确认有塔州关联，但项目主题较泛或描述信息有限。","","0","0","False","2017-01-19T00:11:53Z","2017-01-19T00:11:53Z","2017-01-19T00:18:23Z",""
"530530530/North-Tasmania-Fishing","https://github.com/530530530/North-Tasmania-Fishing","","原始描述为空；根据仓库名判断，可能是塔斯马尼亚相关资料、网站或应用项目。","其他 Tasmania 相关","与 Tasmania 有一定关系，建议结合 README 再判断具体价值。 描述信息较少或主题较边缘，可放在后面查看。","低","1","可以确认有塔州关联，但项目主题较泛或描述信息有限。","","0","0","False","2025-05-14T10:02:12Z","2025-05-14T11:11:28Z","2025-05-14T11:11:24Z",""
"NakedJack/GreenGrowing","https://github.com/NakedJack/GreenGrowing","Startup for improving education in Tasmania","与塔斯马尼亚有关的资料、应用或网站项目；原始描述较简略，建议打开 README 进一步确认。","其他 Tasmania 相关","与 Tasmania 有一定关系，建议结合 README 再判断具体价值。 描述信息较少或主题较边缘，可放在后面查看。","低","1","可以确认有塔州关联，但项目主题较泛或描述信息有限。","C++","0","0","False","2019-09-08T01:37:21Z","2019-09-08T01:41:17Z","2019-09-08T01:41:16Z",""
"ConservationPrioritization/Tasmania-Conservation-Prioritization","https://github.com/ConservationPrioritization/Tasmania-Conservation-Prioritization","prioritization for conservation planning in Tasmania","塔斯马尼亚保护优先级、保护规划或生态保护相关项目。","生态/气候/物种研究","适合关注塔州生态、气候、海洋、森林或本土物种研究。 相关性高，建议优先打开核查。","高","4","项目内容与塔州研究、数据或公共信息高度相关。","","0","0","False","2022-09-12T11:22:21Z","2022-09-12T11:22:21Z","2022-10-01T04:38:47Z",""
"Sienna-Cowen/a.checkers-photography","https://github.com/Sienna-Cowen/a.checkers-photography","Young photographer based in Tasmania, Australia","与塔斯马尼亚有关的资料、应用或网站项目；原始描述较简略，建议打开 README 进一步确认。","其他 Tasmania 相关","与 Tasmania 有一定关系，建议结合 README 再判断具体价值。 描述信息较少或主题较边缘，可放在后面查看。","低","1","可以确认有塔州关联，但项目主题较泛或描述信息有限。","CSS","0","0","False","2018-01-29T01:10:17Z","2020-08-27T10:31:16Z","2020-08-27T10:31:14Z",""
"dentalimplanttasmania/dental-implants-tasmania","https://github.com/dentalimplanttasmania/dental-implants-tasmania","","原始描述为空；根据仓库名判断，可能是塔斯马尼亚相关资料、网站或应用项目。","本地商业/生活服务","适合了解塔州本地商业/生活服务案例，但一般不是核心技术项目。 可作为第二梯队资料查看。","中","2","与塔州本地服务或商业相关，但技术/数据价值通常较弱。","HTML","0","0","False","2025-08-30T11:48:13Z","2025-08-30T11:50:38Z","2025-08-30T11:48:26Z",""
"dennisroethig/tasmania-touring.com","https://github.com/dennisroethig/tasmania-touring.com","","原始描述为空；根据仓库名判断，可能是塔斯马尼亚相关资料、网站或应用项目。","旅游/地方体验","适合了解塔州旅行、目的地、路线、活动或地方体验类应用。 可作为第二梯队资料查看。","中","3","与塔州主题明确相关，但更偏内容展示、旅行记录或文化资料。","HTML","0","0","False","2013-08-15T21:34:35Z","2016-02-28T05:09:11Z","2016-02-28T05:09:10Z",""
"taziedevil/tasmania-realestate-heatmap","https://github.com/taziedevil/tasmania-realestate-heatmap","","原始描述为空；根据仓库名判断，可能是塔斯马尼亚相关资料、网站或应用项目。","地图/GIS/空间数据","适合作为塔州地图、地理边界、空间可视化或位置数据线索。 相关性高，建议优先打开核查。","高","4","项目内容与塔州研究、数据或公共信息高度相关。","HTML","0","0","False","2025-05-06T03:37:47Z","2025-05-06T04:22:14Z","2025-05-06T04:22:11Z",""
"yilinqiao/tasmania-2025-trip","https://github.com/yilinqiao/tasmania-2025-trip","","原始描述为空；根据仓库名判断，可能是塔斯马尼亚相关资料、网站或应用项目。","旅游/地方体验","适合了解塔州旅行、目的地、路线、活动或地方体验类应用。 可作为第二梯队资料查看。","中","3","与塔州主题明确相关，但更偏内容展示、旅行记录或文化资料。","HTML","0","0","False","2026-02-07T06:30:20Z","2026-02-07T08:22:49Z","2026-02-07T08:22:46Z",""
"dachshundpuppy/miniature-dachshund-puppies-tasmania","https://github.com/dachshundpuppy/miniature-dachshund-puppies-tasmania","","原始描述为空；根据仓库名判断，可能是塔斯马尼亚相关资料、网站或应用项目。","其他 Tasmania 相关","与 Tasmania 有一定关系，建议结合 README 再判断具体价值。 描述信息较少或主题较边缘，可放在后面查看。","低","1","可以确认有塔州关联，但项目主题较泛或描述信息有限。","HTML","0","0","False","2025-11-17T15:50:27Z","2025-11-17T17:42:34Z","2025-11-17T16:03:19Z",""
"surveyreports/utas-spc","https://github.com/surveyreports/utas-spc","University of Tasmania - Scenario Planning Capability","塔斯马尼亚大学课程、学生项目、作业或研究代码。","UTAS/教育/课程","适合了解塔斯马尼亚大学相关课程、模板、学生项目或研究代码。 可作为第二梯队资料查看。","中","3","与塔斯马尼亚大学相关，若关注本地教育/研究网络有参考价值。","HTML","0","0","False","2022-07-31T17:33:23Z","2022-07-31T17:41:20Z","2022-08-05T07:23:42Z",""
"taziedevil/tasmania-suburb-report-table","https://github.com/taziedevil/tasmania-suburb-report-table","","原始描述为空；根据仓库名判断，可能是塔斯马尼亚相关资料、网站或应用项目。","地图/GIS/空间数据","适合作为塔州地图、地理边界、空间可视化或位置数据线索。 相关性高，建议优先打开核查。","高","4","项目内容与塔州研究、数据或公共信息高度相关。","HTML","0","0","False","2025-05-13T08:50:46Z","2025-05-14T00:01:55Z","2025-05-14T00:01:52Z",""
"paulieokay/coupes","https://github.com/paulieokay/coupes","Coupe maps of Tasmania's forests","塔斯马尼亚相关地图、GIS、空间数据或地理可视化项目。","地图/GIS/空间数据","适合作为塔州地图、地理边界、空间可视化或位置数据线索。 相关性高，建议优先打开核查。","高","4","项目内容与塔州研究、数据或公共信息高度相关。","","0","0","False","2025-07-24T11:45:12Z","2025-08-05T06:42:12Z","2025-08-05T06:42:08Z",""
"taziedevil/tasmanian-suburb-table-map","https://github.com/taziedevil/tasmanian-suburb-table-map","","原始描述为空；根据仓库名判断，可能是塔斯马尼亚相关资料、网站或应用项目。","地图/GIS/空间数据","适合作为塔州地图、地理边界、空间可视化或位置数据线索。 相关性高，建议优先打开核查。","高","4","项目内容与塔州研究、数据或公共信息高度相关。","HTML","0","0","False","2025-05-14T00:08:10Z","2025-05-14T05:42:44Z","2025-05-14T05:42:39Z",""
"asbrown1/Purify","https://github.com/asbrown1/Purify","Game Project for University of Tasmania","塔斯马尼亚大学课程、学生项目、作业或研究代码。","UTAS/教育/课程","适合了解塔斯马尼亚大学相关课程、模板、学生项目或研究代码。 可作为第二梯队资料查看。","中","3","与塔斯马尼亚大学相关，若关注本地教育/研究网络有参考价值。","C#","0","0","False","2016-08-29T04:29:25Z","2016-08-29T05:04:20Z","2016-10-14T12:44:08Z",""
