"full_name","url","description","中文描述","项目分类","项目评价","相关性等级","相关性评分","相关性理由","language","stars","forks","archived","created_at","updated_at","pushed_at","topics"
"martincherries-star/Bushmill-Tours","https://github.com/martincherries-star/Bushmill-Tours","Outdoor experience tours- North eastern Tasmania","塔斯马尼亚旅游、住宿、行程或目的地展示项目。","旅游/地方体验","适合了解塔州旅行、目的地、路线、活动或地方体验类应用。 可作为第二梯队资料查看。","中","3","与塔州主题明确相关，但更偏内容展示、旅行记录或文化资料。","HTML","0","0","False","2026-01-06T06:09:27Z","2026-01-06T06:15:42Z","2026-01-06T06:15:38Z",""
"joshgillies/tasmanian-developer-network","https://github.com/joshgillies/tasmanian-developer-network","Developers, developers, developers, developers!","与塔斯马尼亚有关的资料、应用或网站项目；原始描述较简略，建议打开 README 进一步确认。","其他 Tasmania 相关","与 Tasmania 有一定关系，建议结合 README 再判断具体价值。 描述信息较少或主题较边缘，可放在后面查看。","低","1","可以确认有塔州关联，但项目主题较泛或描述信息有限。","","0","0","False","2014-02-13T02:57:39Z","2014-02-13T02:57:39Z","2014-02-13T02:57:39Z",""
"tasmaniachinese/tasmaniachinese.github.io","https://github.com/tasmaniachinese/tasmaniachinese.github.io","TCSA","与塔斯马尼亚有关的资料、应用或网站项目；原始描述较简略，建议打开 README 进一步确认。","其他 Tasmania 相关","与 Tasmania 有一定关系，建议结合 README 再判断具体价值。 描述信息较少或主题较边缘，可放在后面查看。","低","1","可以确认有塔州关联，但项目主题较泛或描述信息有限。","TypeScript","0","0","False","2025-10-02T09:37:10Z","2026-01-23T10:18:50Z","2026-01-23T10:19:01Z",""
"Dasarijahnavi09/Tasmanian_backpacker_bot","https://github.com/Dasarijahnavi09/Tasmanian_backpacker_bot","","原始描述为空；根据仓库名判断，可能是塔斯马尼亚相关资料、网站或应用项目。","其他 Tasmania 相关","与 Tasmania 有一定关系，建议结合 README 再判断具体价值。 描述信息较少或主题较边缘，可放在后面查看。","低","1","可以确认有塔州关联，但项目主题较泛或描述信息有限。","Python","0","0","False","2025-10-19T23:47:30Z","2025-10-19T23:49:50Z","2025-10-19T23:49:45Z",""
"motomazza-hub/tasmania-trip-diary","https://github.com/motomazza-hub/tasmania-trip-diary","Tasmania Motorcycle Trip Diary - Cloud Synced","塔斯马尼亚旅游、住宿、行程或目的地展示项目。","旅游/地方体验","适合了解塔州旅行、目的地、路线、活动或地方体验类应用。 可作为第二梯队资料查看。","中","3","与塔州主题明确相关，但更偏内容展示、旅行记录或文化资料。","HTML","0","0","False","2026-03-20T14:11:38Z","2026-03-20T15:03:21Z","2026-03-20T15:03:18Z",""
"dtcrompton/tasmania-deforestation-detection","https://github.com/dtcrompton/tasmania-deforestation-detection","Deep learning for illegal deforestation detection in Tasmanian old-growth forests using Sentinel-2 satellite imagery","使用卫星影像/深度学习检测塔斯马尼亚森林砍伐的项目。","生态/气候/物种研究","适合关注塔州生态、气候、海洋、森林或本土物种研究。 相关性高，建议优先打开核查。","高","4","项目内容与塔州研究、数据或公共信息高度相关。","Python","0","0","False","2026-03-09T12:11:33Z","2026-04-07T02:55:51Z","2026-04-07T02:55:48Z",""
"DepyScrewball/1967-Tasmanian-fires","https://github.com/DepyScrewball/1967-Tasmanian-fires","","原始描述为空；根据仓库名判断，可能是塔斯马尼亚相关资料、网站或应用项目。","生态/气候/物种研究","适合关注塔州生态、气候、海洋、森林或本土物种研究。 相关性高，建议优先打开核查。","高","4","项目内容与塔州研究、数据或公共信息高度相关。","","0","0","False","2014-08-11T01:08:46Z","2014-08-11T01:08:46Z","2014-08-11T01:08:46Z",""
"luuDuyDinh/WildSafe_Tasmania","https://github.com/luuDuyDinh/WildSafe_Tasmania","First Architect Commit","与塔斯马尼亚有关的资料、应用或网站项目；原始描述较简略，建议打开 README 进一步确认。","其他 Tasmania 相关","与 Tasmania 有一定关系，建议结合 README 再判断具体价值。 描述信息较少或主题较边缘，可放在后面查看。","低","1","可以确认有塔州关联，但项目主题较泛或描述信息有限。","JavaScript","0","0","False","2026-01-26T12:43:10Z","2026-03-10T16:35:51Z","2026-01-26T12:43:17Z",""
"taziedevil/tasmania-real-estate-map","https://github.com/taziedevil/tasmania-real-estate-map","","原始描述为空；根据仓库名判断，可能是塔斯马尼亚相关资料、网站或应用项目。","地图/GIS/空间数据","适合作为塔州地图、地理边界、空间可视化或位置数据线索。 相关性高，建议优先打开核查。","高","4","项目内容与塔州研究、数据或公共信息高度相关。","HTML","0","0","False","2025-05-02T03:48:32Z","2025-05-06T03:48:10Z","2025-05-06T03:48:07Z",""
"peter-job/tasmanian-pioneer-index","https://github.com/peter-job/tasmanian-pioneer-index","","原始描述为空；根据仓库名判断，可能是塔斯马尼亚相关资料、网站或应用项目。","其他 Tasmania 相关","与 Tasmania 有一定关系，建议结合 README 再判断具体价值。 描述信息较少或主题较边缘，可放在后面查看。","低","1","可以确认有塔州关联，但项目主题较泛或描述信息有限。","","0","0","False","2026-02-01T06:39:34Z","2026-02-01T06:51:58Z","2026-02-01T06:51:55Z",""
"530530530/North-Tasmania-Fishing-Charters","https://github.com/530530530/North-Tasmania-Fishing-Charters","","原始描述为空；根据仓库名判断，可能是塔斯马尼亚相关资料、网站或应用项目。","其他 Tasmania 相关","与 Tasmania 有一定关系，建议结合 README 再判断具体价值。 描述信息较少或主题较边缘，可放在后面查看。","低","1","可以确认有塔州关联，但项目主题较泛或描述信息有限。","HTML","0","0","False","2025-05-14T09:56:57Z","2025-05-15T09:27:42Z","2025-05-15T09:19:29Z",""
"vinmasci/lutruwita_map","https://github.com/vinmasci/lutruwita_map","Interactive mapping application for Tasmania - restructured version","塔斯马尼亚相关地图、GIS、空间数据或地理可视化项目。","地图/GIS/空间数据","适合作为塔州地图、地理边界、空间可视化或位置数据线索。 相关性高，建议优先打开核查。","高","5","主题直接指向塔斯马尼亚地点、机构、数据或物种，优先查看。","TypeScript","0","0","False","2025-01-23T21:34:42Z","2025-01-23T22:33:18Z","2025-01-23T22:33:14Z",""
"Powered-Technical/Geocache-Spirit_of_Tasmania","https://github.com/Powered-Technical/Geocache-Spirit_of_Tasmania","","原始描述为空；根据仓库名判断，可能是塔斯马尼亚相关资料、网站或应用项目。","其他 Tasmania 相关","与 Tasmania 有一定关系，建议结合 README 再判断具体价值。 描述信息较少或主题较边缘，可放在后面查看。","低","1","可以确认有塔州关联，但项目主题较泛或描述信息有限。","","0","0","False","2025-08-13T04:11:36Z","2025-08-13T04:11:36Z","2025-08-13T04:11:36Z",""
"Jayden-Kearney/tasmania_species_app","https://github.com/Jayden-Kearney/tasmania_species_app","Open source cloud based web app visualising some of Tasmania's at risk species and the current threats they face","塔斯马尼亚生态、气候、海洋、森林或本土物种相关研究项目。","生态/气候/物种研究","适合关注塔州生态、气候、海洋、森林或本土物种研究。 相关性高，建议优先打开核查。","高","4","项目内容与塔州研究、数据或公共信息高度相关。","HTML","0","0","False","2025-10-12T00:21:45Z","2025-10-16T03:01:04Z","2025-10-16T03:00:59Z",""
"sylviapump/endemic-birds-of-tasmania","https://github.com/sylviapump/endemic-birds-of-tasmania","","原始描述为空；根据仓库名判断，可能是塔斯马尼亚相关资料、网站或应用项目。","生态/气候/物种研究","适合关注塔州生态、气候、海洋、森林或本土物种研究。 相关性高，建议优先打开核查。","高","4","项目内容与塔州研究、数据或公共信息高度相关。","","0","0","False","2024-09-23T00:45:16Z","2024-09-23T00:45:23Z","2024-09-23T00:45:20Z",""
"chirayu12/RAP","https://github.com/chirayu12/RAP","Research Assessment Program for University of Tasmania ","塔斯马尼亚大学课程、学生项目、作业或研究代码。","UTAS/教育/课程","适合了解塔斯马尼亚大学相关课程、模板、学生项目或研究代码。 可作为第二梯队资料查看。","中","3","与塔斯马尼亚大学相关，若关注本地教育/研究网络有参考价值。","","0","0","False","2020-11-11T05:47:38Z","2020-11-11T05:48:12Z","2020-11-11T05:48:11Z",""
"olya457/HobartSecretsTasmaniaCounty","https://github.com/olya457/HobartSecretsTasmaniaCounty","","原始描述为空；根据仓库名判断，可能是塔斯马尼亚相关资料、网站或应用项目。","其他 Tasmania 相关","与 Tasmania 有一定关系，建议结合 README 再判断具体价值。 描述信息较少或主题较边缘，可放在后面查看。","低","1","可以确认有塔州关联，但项目主题较泛或描述信息有限。","TypeScript","0","0","False","2025-12-19T19:29:29Z","2025-12-22T22:50:32Z","2025-12-22T22:50:28Z",""
"forsalebyhomeownerau/FSBO-listings-in-Tasmania","https://github.com/forsalebyhomeownerau/FSBO-listings-in-Tasmania","","原始描述为空；根据仓库名判断，可能是塔斯马尼亚相关资料、网站或应用项目。","其他 Tasmania 相关","与 Tasmania 有一定关系，建议结合 README 再判断具体价值。 描述信息较少或主题较边缘，可放在后面查看。","低","1","可以确认有塔州关联，但项目主题较泛或描述信息有限。","","0","0","False","2025-07-18T12:46:48Z","2025-07-18T12:46:48Z","2025-07-18T12:46:48Z",""
"bluewingedsoul/EWE-MarinePredators-Tasmania","https://github.com/bluewingedsoul/EWE-MarinePredators-Tasmania","Extreme Weather Effects on Marine Predator Breeding Outcomes in a Global Climate Change Hotspot","塔斯马尼亚生态、气候、海洋、森林或本土物种相关研究项目。","生态/气候/物种研究","适合关注塔州生态、气候、海洋、森林或本土物种研究。 相关性高，建议优先打开核查。","高","4","项目内容与塔州研究、数据或公共信息高度相关。","","0","0","False","2025-06-18T05:13:46Z","2025-06-18T05:15:31Z","2025-06-18T05:15:28Z",""
"tommyslik/QANT0065_TourismTasmania","https://github.com/tommyslik/QANT0065_TourismTasmania","","原始描述为空；根据仓库名判断，可能是塔斯马尼亚相关资料、网站或应用项目。","旅游/地方体验","适合了解塔州旅行、目的地、路线、活动或地方体验类应用。 可作为第二梯队资料查看。","中","3","与塔州主题明确相关，但更偏内容展示、旅行记录或文化资料。","CSS","0","0","False","2016-08-15T08:02:18Z","2016-08-15T08:02:38Z","2017-02-28T01:15:08Z",""
"Ryan-Ashton/Identifying-Tasmanian-Tigers-CNN","https://github.com/Ryan-Ashton/Identifying-Tasmanian-Tigers-CNN","Using Deep Learning to build a Tasmanian Tiger classifier","塔斯马尼亚生态、气候、海洋、森林或本土物种相关研究项目。","生态/气候/物种研究","适合关注塔州生态、气候、海洋、森林或本土物种研究。 相关性高，建议优先打开核查。","高","5","主题直接指向塔斯马尼亚地点、机构、数据或物种，优先查看。","Jupyter Notebook","0","0","False","2023-02-17T05:47:03Z","2023-02-17T05:52:10Z","2024-04-05T23:37:11Z",""
"Jamzy01/tasmanian-bike-tours-website","https://github.com/Jamzy01/tasmanian-bike-tours-website","","原始描述为空；根据仓库名判断，可能是塔斯马尼亚相关资料、网站或应用项目。","旅游/地方体验","适合了解塔州旅行、目的地、路线、活动或地方体验类应用。 可作为第二梯队资料查看。","中","3","与塔州主题明确相关，但更偏内容展示、旅行记录或文化资料。","TypeScript","0","0","False","2023-06-27T06:39:09Z","2023-06-27T06:42:50Z","2023-06-28T04:55:06Z",""
"Ecosystem-Indicators-Workflows/tasmanian-bogs-water-balance","https://github.com/Ecosystem-Indicators-Workflows/tasmanian-bogs-water-balance","","原始描述为空；根据仓库名判断，可能是塔斯马尼亚相关资料、网站或应用项目。","其他 Tasmania 相关","与 Tasmania 有一定关系，建议结合 README 再判断具体价值。 描述信息较少或主题较边缘，可放在后面查看。","低","1","可以确认有塔州关联，但项目主题较泛或描述信息有限。","Jupyter Notebook","1","0","False","2025-09-26T04:00:55Z","2026-02-03T22:49:02Z","2025-09-26T04:01:00Z",""
"Amilwickz/Ember_Project_University_of_Tasmania","https://github.com/Amilwickz/Ember_Project_University_of_Tasmania","Include all the python codes for various applications","与塔斯马尼亚有关的资料、应用或网站项目；原始描述较简略，建议打开 README 进一步确认。","其他 Tasmania 相关","与 Tasmania 有一定关系，建议结合 README 再判断具体价值。 描述信息较少或主题较边缘，可放在后面查看。","低","1","可以确认有塔州关联，但项目主题较泛或描述信息有限。","","0","0","False","2023-05-19T00:22:11Z","2023-05-19T00:22:12Z","2023-05-19T00:22:12Z",""
"MetalOctopus/Tasmanian-Geology-Map-Downloader","https://github.com/MetalOctopus/Tasmanian-Geology-Map-Downloader","A thingy to download all the maps from the Tasmanian Mineral Resources website","塔斯马尼亚相关地图、GIS、空间数据或地理可视化项目。","地图/GIS/空间数据","适合作为塔州地图、地理边界、空间可视化或位置数据线索。 相关性高，建议优先打开核查。","高","4","项目内容与塔州研究、数据或公共信息高度相关。","Python","0","0","False","2026-02-12T02:36:01Z","2026-02-12T08:11:44Z","2026-02-12T08:11:41Z",""
"Amino207/Tasmanian-grain-storage-network","https://github.com/Amino207/Tasmanian-grain-storage-network","Multi-site Cisco Packet Tracer network using OSPF, DHCP, DNS, firewall boundaries, and layered security for farm, transport, and storage coordination.","塔斯马尼亚本地商业、生活服务或市场类项目。","本地商业/生活服务","适合了解塔州本地商业/生活服务案例，但一般不是核心技术项目。 可作为第二梯队资料查看。","中","2","与塔州本地服务或商业相关，但技术/数据价值通常较弱。","","0","0","False","2026-03-31T22:00:38Z","2026-03-31T23:01:19Z","2026-03-31T23:01:15Z",""
"GITenberg/Wayside-Sketches-in-Tasmania_66275","https://github.com/GITenberg/Wayside-Sketches-in-Tasmania_66275","Wayside Sketches in Tasmania by S. H. Wintle is a Project Gutenberg book, now on Github.","来自 Project Gutenberg 的塔斯马尼亚历史/旅行文本项目。","历史/文化/社区","适合整理塔州历史、文化、社区组织或人文资料。 可作为第二梯队资料查看。","中","3","与塔州主题明确相关，但更偏内容展示、旅行记录或文化资料。","HTML","0","0","False","2021-09-13T22:13:01Z","2021-09-14T03:43:53Z","2021-09-14T03:43:50Z",""
"EliCarli/VarDyn_south_Tasmania_dataset","https://github.com/EliCarli/VarDyn_south_Tasmania_dataset","","原始描述为空；根据仓库名判断，可能是塔斯马尼亚相关资料、网站或应用项目。","其他 Tasmania 相关","与 Tasmania 有一定关系，建议结合 README 再判断具体价值。 描述信息较少或主题较边缘，可放在后面查看。","低","1","可以确认有塔州关联，但项目主题较泛或描述信息有限。","nesC","0","0","False","2025-05-19T07:09:09Z","2025-08-01T12:35:13Z","2025-08-01T12:35:09Z",""
"hastings-lab/tasmanian-devil-sei-models-teamawesome","https://github.com/hastings-lab/tasmanian-devil-sei-models-teamawesome","tasmanian-devil-sei-models-teamawesome created by GitHub Classroom","围绕塔斯马尼亚袋獾、袋獾面部肿瘤病或相关生态建模/识别的项目。","生态/气候/物种研究","适合关注塔州生态、气候、海洋、森林或本土物种研究。 相关性高，建议优先打开核查。","高","4","项目内容与塔州研究、数据或公共信息高度相关。","","0","0","False","2018-05-21T23:28:00Z","2018-05-21T23:28:13Z","2018-05-21T23:28:12Z",""
"failure-driven/railscamp-hobart-2018-slides","https://github.com/failure-driven/railscamp-hobart-2018-slides","RailsCamp 24 at Woodfield Hobart Tasmania Australia - slides","与塔斯马尼亚有关的资料、应用或网站项目；原始描述较简略，建议打开 README 进一步确认。","其他 Tasmania 相关","与 Tasmania 有一定关系，建议结合 README 再判断具体价值。 描述信息较少或主题较边缘，可放在后面查看。","低","1","可以确认有塔州关联，但项目主题较泛或描述信息有限。","HTML","0","0","False","2019-01-08T10:27:02Z","2020-05-25T00:30:35Z","2019-04-26T21:53:15Z",""
"Amilwickz/University-of-Tasmania-Ember-Project","https://github.com/Amilwickz/University-of-Tasmania-Ember-Project","Ember Project codes","与塔斯马尼亚有关的资料、应用或网站项目；原始描述较简略，建议打开 README 进一步确认。","其他 Tasmania 相关","与 Tasmania 有一定关系，建议结合 README 再判断具体价值。 描述信息较少或主题较边缘，可放在后面查看。","低","1","可以确认有塔州关联，但项目主题较泛或描述信息有限。","Python","0","0","False","2023-05-19T00:29:57Z","2023-05-19T00:32:00Z","2023-05-31T06:43:46Z",""
"arashsm79/tasmanian-devil-gene-enrichment-analysis","https://github.com/arashsm79/tasmanian-devil-gene-enrichment-analysis","The Tasmanian devil is endangered due to Devil Facial Tumour Disease (DFTD), a contagious cancer with no current treatment. Previous study has investigated the anticancer properties of Tasmanian devil cathelicidins. This report intends to reproduce the enrichment analysis results of the study and further analyze their data.","围绕塔斯马尼亚袋獾、袋獾面部肿瘤病或相关生态建模/识别的项目。","生态/气候/物种研究","适合关注塔州生态、气候、海洋、森林或本土物种研究。 相关性高，建议优先打开核查。","高","5","主题直接指向塔斯马尼亚地点、机构、数据或物种，优先查看。","TeX","0","0","False","2024-08-06T08:50:38Z","2024-08-06T09:17:14Z","2024-08-06T09:17:11Z","bioinformatics;cancer;edaseq;edger;gene-expression;gene-ontology;gene-set-enrichment-analysis;gsea;limma;multidimensional-scaling;r;rna-seq;tasmanian-devil"
"Maksym-Tykhonenko/HobartSecretsTasmaniaCountyOlya","https://github.com/Maksym-Tykhonenko/HobartSecretsTasmaniaCountyOlya","","原始描述为空；根据仓库名判断，可能是塔斯马尼亚相关资料、网站或应用项目。","其他 Tasmania 相关","与 Tasmania 有一定关系，建议结合 README 再判断具体价值。 描述信息较少或主题较边缘，可放在后面查看。","低","1","可以确认有塔州关联，但项目主题较泛或描述信息有限。","TypeScript","0","0","False","2026-01-08T13:14:36Z","2026-01-08T14:22:27Z","2026-01-08T14:22:24Z",""
"travistyzero/hydro-data","https://github.com/travistyzero/hydro-data","Parses Hydro Tasmania Dam levels spreadsheet to JSON","与 Hydro Tasmania 水电、水库或水文数据相关的数据处理/可视化项目。","政府/公共服务/开放数据","适合追踪塔州公共数据、政府服务、交通、消防、能源或地方议会信息。 相关性高，建议优先打开核查。","高","5","主题直接指向塔斯马尼亚地点、机构、数据或物种，优先查看。","JavaScript","0","0","False","2016-03-13T07:54:24Z","2016-03-15T04:15:14Z","2016-04-18T05:08:22Z",""
"mjec/metro-data","https://github.com/mjec/metro-data","Information from Metro Tasmania regarding on-time performance","Metro Tasmania 公交准点、取消或运营信息数据项目。","政府/公共服务/开放数据","适合追踪塔州公共数据、政府服务、交通、消防、能源或地方议会信息。 相关性高，建议优先打开核查。","高","5","主题直接指向塔斯马尼亚地点、机构、数据或物种，优先查看。","","0","0","False","2013-08-15T01:59:44Z","2013-10-10T03:15:52Z","2013-08-15T03:35:07Z",""
"LamuelCH/spOccupancy_TAS","https://github.com/LamuelCH/spOccupancy_TAS","spatial factor multi species occupancy model for tasmania","塔斯马尼亚相关地图、GIS、空间数据或地理可视化项目。","地图/GIS/空间数据","适合作为塔州地图、地理边界、空间可视化或位置数据线索。 相关性高，建议优先打开核查。","高","4","项目内容与塔州研究、数据或公共信息高度相关。","","0","0","False","2025-02-18T00:40:30Z","2025-02-18T00:40:33Z","2025-02-18T00:40:31Z",""
"Jonah-Wilbur/Tasmanian-devil-facial-tumour-disease-dynamics","https://github.com/Jonah-Wilbur/Tasmanian-devil-facial-tumour-disease-dynamics","A project to investigate the dynamics of the transmissible mammalian cancer that is currently threatening the survival of Tasmanian Devils as a species","围绕塔斯马尼亚袋獾、袋獾面部肿瘤病或相关生态建模/识别的项目。","生态/气候/物种研究","适合关注塔州生态、气候、海洋、森林或本土物种研究。 相关性高，建议优先打开核查。","高","5","主题直接指向塔斯马尼亚地点、机构、数据或物种，优先查看。","Jupyter Notebook","0","0","False","2024-03-06T23:12:11Z","2025-01-17T02:48:27Z","2025-01-17T02:48:26Z",""
"Chanpreet-Singh/Talk2Me-Tasmania-public","https://github.com/Chanpreet-Singh/Talk2Me-Tasmania-public","Public files to display from the research project - https://github.com/Chanpreet-Singh/Talk2Me-Tasmania which is private due to the presence of PHI data.","与塔斯马尼亚有关的资料、应用或网站项目；原始描述较简略，建议打开 README 进一步确认。","其他 Tasmania 相关","与 Tasmania 有一定关系，建议结合 README 再判断具体价值。 描述信息较少或主题较边缘，可放在后面查看。","低","1","可以确认有塔州关联，但项目主题较泛或描述信息有限。","HTML","0","0","False","2026-05-07T11:24:44Z","2026-05-07T12:12:02Z","2026-05-07T12:11:58Z",""
"ziogref/TAS-Fuel-HA-Intergration","https://github.com/ziogref/TAS-Fuel-HA-Intergration","An Intergration for Home Assistant to import Tasmanian Fuel prices and other information using sensors I personally wanted.","塔斯马尼亚政府、公共服务、开放数据或地方议会信息项目。","政府/公共服务/开放数据","适合追踪塔州公共数据、政府服务、交通、消防、能源或地方议会信息。 相关性高，建议优先打开核查。","高","5","主题直接指向塔斯马尼亚地点、机构、数据或物种，优先查看。","Python","7","0","False","2025-06-15T05:43:08Z","2026-04-28T02:02:01Z","2026-04-28T02:01:57Z","api;australia;hacs-integration;home-assistant;home-assistant-integration;home-automation;python;tasmania"
"lanceolata-au/prodromoi-api","https://github.com/lanceolata-au/prodromoi-api","A toolbox of automated business rules for Scouts Tasmania","塔斯马尼亚本地商业、生活服务或市场类项目。","本地商业/生活服务","适合了解塔州本地商业/生活服务案例，但一般不是核心技术项目。 可作为第二梯队资料查看。","中","2","与塔州本地服务或商业相关，但技术/数据价值通常较弱。","C#","0","0","False","2023-04-11T02:28:46Z","2023-04-11T02:30:54Z","2023-09-09T00:34:01Z",""
"ElijahCuff/Yellow-Pages-Scraper-Australia","https://github.com/ElijahCuff/Yellow-Pages-Scraper-Australia","PHP Project to test my community powered scraping using a php script and a CSV Database - Mainly N.E Tasmania, some Sydney & Melbourne also - Total's about a 1000 KLM Radius of Launceston Tasmania.","塔斯马尼亚朗塞斯顿城市尺度开放许可 LIDAR/三维扫描数据项目。","其他 Tasmania 相关","与 Tasmania 有一定关系，建议结合 README 再判断具体价值。 描述信息较少或主题较边缘，可放在后面查看。","低","1","可以确认有塔州关联，但项目主题较泛或描述信息有限。","PHP","2","0","False","2021-03-19T06:18:59Z","2023-02-08T14:55:41Z","2022-12-14T17:22:22Z",""
"fredfery/3d-land-cover-map-Tasmania-esri","https://github.com/fredfery/3d-land-cover-map-Tasmania-esri","","原始描述为空；根据仓库名判断，可能是塔斯马尼亚相关资料、网站或应用项目。","地图/GIS/空间数据","适合作为塔州地图、地理边界、空间可视化或位置数据线索。 相关性高，建议优先打开核查。","高","4","项目内容与塔州研究、数据或公共信息高度相关。","R","0","0","False","2024-12-11T20:27:31Z","2024-12-23T04:33:36Z","2024-12-23T04:33:32Z",""
"unitingstats-spec/UnitingStats","https://github.com/unitingstats-spec/UnitingStats","Stat on the Uniting Church in Victoria and Tasmania","塔斯马尼亚历史、文化、社区或人文资料项目。","历史/文化/社区","适合整理塔州历史、文化、社区组织或人文资料。 可作为第二梯队资料查看。","中","3","与塔州主题明确相关，但更偏内容展示、旅行记录或文化资料。","HTML","0","0","False","2025-10-19T03:13:54Z","2025-10-19T04:51:45Z","2025-10-19T04:51:42Z",""
"rdmpage/pap-proc-roy-soc-tas","https://github.com/rdmpage/pap-proc-roy-soc-tas","Papers and proceedings of the Royal Society of Tasmania","塔斯马尼亚历史、文化、社区或人文资料项目。","历史/文化/社区","适合整理塔州历史、文化、社区组织或人文资料。 相关性高，建议优先打开核查。","高","5","主题直接指向塔斯马尼亚地点、机构、数据或物种，优先查看。","PHP","0","0","False","2025-02-20T17:22:26Z","2025-02-25T08:55:16Z","2025-02-25T08:55:12Z",""
"bicycleboy/nsw_tas_fuel_station","https://github.com/bicycleboy/nsw_tas_fuel_station","Include cheapest fuel prices and favourite station prices in your Home Assistant dashboard.  For NSW, the ACT and Tasmania (Australia).","塔斯马尼亚政府、公共服务、开放数据或地方议会信息项目。","政府/公共服务/开放数据","适合追踪塔州公共数据、政府服务、交通、消防、能源或地方议会信息。 相关性高，建议优先打开核查。","高","4","项目内容与塔州研究、数据或公共信息高度相关。","Python","3","1","False","2025-10-09T06:03:08Z","2026-04-20T04:10:00Z","2026-04-20T04:09:56Z","fuel-prices;hacs-integration;home-assistant;home-assistant-integration;nsw;python;tasmania"
"GITenberg/The-History-of-Tasmania-Volume-I_24362","https://github.com/GITenberg/The-History-of-Tasmania-Volume-I_24362","The History of Tasmania, Volume I by West, John
 is a Project Gutenberg book, now on Github.","来自 Project Gutenberg 的塔斯马尼亚历史/旅行文本项目。","历史/文化/社区","适合整理塔州历史、文化、社区组织或人文资料。 相关性高，建议优先打开核查。","高","5","主题直接指向塔斯马尼亚地点、机构、数据或物种，优先查看。","HTML","0","0","False","2014-07-31T04:32:56Z","2018-10-29T18:56:07Z","2018-10-18T22:34:05Z",""
"fredfery/3d-land-cover-map-Tasmania-esa","https://github.com/fredfery/3d-land-cover-map-Tasmania-esa","","原始描述为空；根据仓库名判断，可能是塔斯马尼亚相关资料、网站或应用项目。","地图/GIS/空间数据","适合作为塔州地图、地理边界、空间可视化或位置数据线索。 相关性高，建议优先打开核查。","高","4","项目内容与塔州研究、数据或公共信息高度相关。","R","0","0","False","2024-12-23T04:25:41Z","2024-12-23T08:52:32Z","2024-12-23T08:52:28Z",""
"savindalak/UV-Index-analysis-for-Tasmania-Kingston-","https://github.com/savindalak/UV-Index-analysis-for-Tasmania-Kingston-","This is a UV index analysis and comparison for Tasmania","与塔斯马尼亚有关的资料、应用或网站项目；原始描述较简略，建议打开 README 进一步确认。","其他 Tasmania 相关","与 Tasmania 有一定关系，建议结合 README 再判断具体价值。 描述信息较少或主题较边缘，可放在后面查看。","低","1","可以确认有塔州关联，但项目主题较泛或描述信息有限。","Jupyter Notebook","0","0","False","2020-02-08T11:55:36Z","2020-03-23T07:10:34Z","2020-03-23T07:10:32Z",""
"43South/westtamarda","https://github.com/43South/westtamarda","West Tamar Council Tasmania Development Application scraper for plannningalerts","塔斯马尼亚政府、公共服务、开放数据或地方议会信息项目。","政府/公共服务/开放数据","适合追踪塔州公共数据、政府服务、交通、消防、能源或地方议会信息。 相关性高，建议优先打开核查。","高","4","项目内容与塔州研究、数据或公共信息高度相关。","Python","0","0","False","2021-09-17T07:33:51Z","2021-09-19T00:13:31Z","2021-09-19T00:13:29Z",""
