"full_name","url","description","中文描述","项目分类","项目评价","相关性等级","相关性评分","相关性理由","language","stars","forks","archived","created_at","updated_at","pushed_at","topics"
"dmarco1976/TazAgents","https://github.com/dmarco1976/TazAgents","List of all Active Real Estate Agents in Tasmania, Australia","塔斯马尼亚房地产、房价、贷款或地产展示相关项目。","本地商业/生活服务","适合了解塔州本地商业/生活服务案例，但一般不是核心技术项目。 可作为第二梯队资料查看。","中","2","与塔州本地服务或商业相关，但技术/数据价值通常较弱。","Python","0","0","False","2026-01-04T18:31:35Z","2026-01-04T23:27:06Z","2026-01-07T23:20:40Z",""
"GITenberg/The-History-of-Tasmania-Volume-II_22849","https://github.com/GITenberg/The-History-of-Tasmania-Volume-II_22849","The History of Tasmania , Volume II by West, John
 is a Project Gutenberg book, now on Github.","来自 Project Gutenberg 的塔斯马尼亚历史/旅行文本项目。","历史/文化/社区","适合整理塔州历史、文化、社区组织或人文资料。 相关性高，建议优先打开核查。","高","5","主题直接指向塔斯马尼亚地点、机构、数据或物种，优先查看。","HTML","0","0","False","2014-07-31T00:23:08Z","2018-10-29T17:58:46Z","2018-10-18T18:46:16Z",""
"Koen-vdl/SARS-CoV-2-Tasmania-Nextstrain-build","https://github.com/Koen-vdl/SARS-CoV-2-Tasmania-Nextstrain-build","","原始描述为空；根据仓库名判断，可能是塔斯马尼亚相关资料、网站或应用项目。","其他 Tasmania 相关","与 Tasmania 有一定关系，建议结合 README 再判断具体价值。 描述信息较少或主题较边缘，可放在后面查看。","低","1","可以确认有塔州关联，但项目主题较泛或描述信息有限。","","0","0","False","2025-07-22T03:34:21Z","2025-10-28T01:26:47Z","2025-10-28T01:26:43Z",""
"Tas-Tech-Talks/tas-tech-events","https://github.com/Tas-Tech-Talks/tas-tech-events","A website listing tech events, meetups, etc in Tasmania","与塔斯马尼亚有关的资料、应用或网站项目；原始描述较简略，建议打开 README 进一步确认。","其他 Tasmania 相关","与 Tasmania 有一定关系，建议结合 README 再判断具体价值。 描述信息较少或主题较边缘，可放在后面查看。","低","1","可以确认有塔州关联，但项目主题较泛或描述信息有限。","HTML","1","0","False","2025-11-21T02:17:22Z","2025-11-26T01:45:23Z","2025-11-26T01:45:19Z",""
"elpedroluis/tas_edge_radio","https://github.com/elpedroluis/tas_edge_radio","A radio player based on Radio Edge Tasmania 99.3","与塔斯马尼亚有关的资料、应用或网站项目；原始描述较简略，建议打开 README 进一步确认。","其他 Tasmania 相关","与 Tasmania 有一定关系，建议结合 README 再判断具体价值。 描述信息较少或主题较边缘，可放在后面查看。","低","1","可以确认有塔州关联，但项目主题较泛或描述信息有限。","C++","0","0","False","2025-09-17T11:11:04Z","2025-09-17T11:11:47Z","2025-09-17T11:11:43Z",""
"johnnyroodt/RT3D","https://github.com/johnnyroodt/RT3D","RT3D for Unity Game Developer course by Creative Arts Tasmania","Arts Tasmania 艺术资助或霍巴特艺术项目相关资料。","历史/文化/社区","适合整理塔州历史、文化、社区组织或人文资料。 可作为第二梯队资料查看。","中","3","与塔州主题明确相关，但更偏内容展示、旅行记录或文化资料。","","0","0","False","2023-10-07T05:17:11Z","2023-10-07T05:17:11Z","2023-10-07T05:17:13Z",""
"franciscoalbergoli/Sea_Urchin_Catcher","https://github.com/franciscoalbergoli/Sea_Urchin_Catcher","An educational game about urchin fisheries in Lutruwita (Tasmania).","塔斯马尼亚生态、气候、海洋、森林或本土物种相关研究项目。","生态/气候/物种研究","适合关注塔州生态、气候、海洋、森林或本土物种研究。 相关性高，建议优先打开核查。","高","5","主题直接指向塔斯马尼亚地点、机构、数据或物种，优先查看。","JavaScript","0","0","False","2026-02-13T02:48:52Z","2026-02-13T02:51:15Z","2026-02-13T02:51:11Z",""
"AlexJPaton/BodyDimensions","https://github.com/AlexJPaton/BodyDimensions","Code for manuscript on feral cat body dimensions in Tasmania.","塔斯马尼亚生态、气候、海洋、森林或本土物种相关研究项目。","生态/气候/物种研究","适合关注塔州生态、气候、海洋、森林或本土物种研究。 相关性高，建议优先打开核查。","高","4","项目内容与塔州研究、数据或公共信息高度相关。","","0","0","False","2024-02-12T10:49:26Z","2024-02-12T10:49:27Z","2024-02-12T10:51:20Z",""
"mdsumner/L2-2022-04-tas","https://github.com/mdsumner/L2-2022-04-tas","a set of swaths from ocean colour L2 around tasmania","与塔斯马尼亚有关的资料、应用或网站项目；原始描述较简略，建议打开 README 进一步确认。","其他 Tasmania 相关","与 Tasmania 有一定关系，建议结合 README 再判断具体价值。 描述信息较少或主题较边缘，可放在后面查看。","低","1","可以确认有塔州关联，但项目主题较泛或描述信息有限。","R","0","0","False","2023-04-17T10:33:36Z","2023-04-17T11:03:22Z","2023-04-18T11:45:26Z",""
"kittoyeah/regionalmate","https://github.com/kittoyeah/regionalmate","RegionalMate | Regional Decisions Made Easy by Lutruwita, University of Tasmania(UTAS)","塔斯马尼亚大学课程、学生项目、作业或研究代码。","UTAS/教育/课程","适合了解塔斯马尼亚大学相关课程、模板、学生项目或研究代码。 相关性高，建议优先打开核查。","高","5","主题直接指向塔斯马尼亚地点、机构、数据或物种，优先查看。","HTML","0","0","False","2025-08-17T08:22:14Z","2025-08-20T07:31:43Z","2025-08-20T07:31:40Z",""
"giftfairy/Discover-George-Town","https://github.com/giftfairy/Discover-George-Town","Your guide to businesses, services, and attractions in George Town, Tasmania","围绕塔斯马尼亚旅行、目的地、路线或地方体验的项目。","旅游/地方体验","适合了解塔州旅行、目的地、路线、活动或地方体验类应用。 可作为第二梯队资料查看。","中","3","与塔州主题明确相关，但更偏内容展示、旅行记录或文化资料。","HTML","0","0","False","2026-01-18T08:36:12Z","2026-01-19T08:03:06Z","2026-01-19T08:03:02Z",""
"KimJuWan1/Classifying-Tasmanian-Bird-Vocalizations-Using-machine-learning-with-Data-Augmentation","https://github.com/KimJuWan1/Classifying-Tasmanian-Bird-Vocalizations-Using-machine-learning-with-Data-Augmentation","","原始描述为空；根据仓库名判断，可能是塔斯马尼亚相关资料、网站或应用项目。","其他 Tasmania 相关","与 Tasmania 有一定关系，建议结合 README 再判断具体价值。 描述信息较少或主题较边缘，可放在后面查看。","低","1","可以确认有塔州关联，但项目主题较泛或描述信息有限。","Jupyter Notebook","0","0","False","2026-03-08T04:18:33Z","2026-03-23T05:47:33Z","2026-03-08T04:48:52Z",""
"cooindaonthebeach/cooindaonthebeach","https://github.com/cooindaonthebeach/cooindaonthebeach","Welcome to CooindaOnThe Beach, a luxury beachfront retreat in Bicheno, Tasmania.","塔斯马尼亚旅游、住宿、行程或目的地展示项目。","旅游/地方体验","适合了解塔州旅行、目的地、路线、活动或地方体验类应用。 可作为第二梯队资料查看。","中","3","与塔州主题明确相关，但更偏内容展示、旅行记录或文化资料。","","0","0","False","2026-01-20T05:34:33Z","2026-01-20T05:34:33Z","2026-01-20T05:34:33Z",""
"exxamalte/python-georss-tfs-incidents-client","https://github.com/exxamalte/python-georss-tfs-incidents-client","Library for convenient access to the Tasmania Fire Service Incidents GeoRSS feed.","塔斯马尼亚消防事件 GeoRSS 或应急信息客户端。","地图/GIS/空间数据","适合作为塔州地图、地理边界、空间可视化或位置数据线索。 仓库已归档，主要适合参考，不适合作为活跃依赖。","高","5","主题直接指向塔斯马尼亚地点、机构、数据或物种，优先查看。","Python","0","0","True","2019-03-27T07:30:48Z","2025-11-01T12:25:22Z","2025-11-01T12:25:04Z","georss"
"kimberleywarmsprings/kimberleywarmsprings","https://github.com/kimberleywarmsprings/kimberleywarmsprings","A simple site to raise awareness about Kimberley Warm Springs in Tasmania","与塔斯马尼亚有关的资料、应用或网站项目；原始描述较简略，建议打开 README 进一步确认。","其他 Tasmania 相关","与 Tasmania 有一定关系，建议结合 README 再判断具体价值。 描述信息较少或主题较边缘，可放在后面查看。","低","1","可以确认有塔州关联，但项目主题较泛或描述信息有限。","HTML","0","0","False","2025-08-08T06:27:59Z","2025-08-20T13:13:57Z","2025-08-20T13:13:53Z",""
"JonathanHolvey/tastopo","https://github.com/JonathanHolvey/tastopo","A CLI tool for generating printable topographic maps for anywhere in Tasmania","用于制作或展示地形图的项目，数据层覆盖新南威尔士州和塔斯马尼亚。","地图/GIS/空间数据","适合作为塔州地图、地理边界、空间可视化或位置数据线索。 相关性高，建议优先打开核查。","高","4","项目内容与塔州研究、数据或公共信息高度相关。","Python","0","0","False","2021-08-01T12:28:00Z","2025-03-28T10:18:39Z","2025-07-23T11:49:42Z",""
"anilbhattaraitoronto/everest","https://github.com/anilbhattaraitoronto/everest","A responsive, mobile-first website for Everest Magazine of Hobbart Tasmania","与塔斯马尼亚有关的资料、应用或网站项目；原始描述较简略，建议打开 README 进一步确认。","其他 Tasmania 相关","与 Tasmania 有一定关系，建议结合 README 再判断具体价值。 描述信息较少或主题较边缘，可放在后面查看。","低","1","可以确认有塔州关联，但项目主题较泛或描述信息有限。","HTML","0","0","False","2018-12-30T05:43:54Z","2019-01-01T07:26:35Z","2019-01-01T07:26:33Z",""
"nf-s/multiverse-website","https://github.com/nf-s/multiverse-website","Website for the Multiverse 2025 music and arts festival in Tasmania, Australia","围绕塔斯马尼亚旅行、目的地、路线或地方体验的项目。","旅游/地方体验","适合了解塔州旅行、目的地、路线、活动或地方体验类应用。 可作为第二梯队资料查看。","中","3","与塔州主题明确相关，但更偏内容展示、旅行记录或文化资料。","TypeScript","0","1","False","2023-07-13T08:31:44Z","2026-05-03T22:26:14Z","2025-01-20T13:39:29Z",""
"vidyajay1/Farm-Guide-App","https://github.com/vidyajay1/Farm-Guide-App"," Created an app using XCode with Swift about a farm in Tasmania.","塔斯马尼亚本地商业、生活服务或市场类项目。","本地商业/生活服务","适合了解塔州本地商业/生活服务案例，但一般不是核心技术项目。 可作为第二梯队资料查看。","中","2","与塔州本地服务或商业相关，但技术/数据价值通常较弱。","Swift","1","0","False","2019-09-01T08:03:06Z","2020-09-03T22:35:06Z","2020-09-03T22:35:04Z",""
"girish1993/ETS-vs-ARIMA-for-Retail-Data-for-Tasmania---Business-Forecasting","https://github.com/girish1993/ETS-vs-ARIMA-for-Retail-Data-for-Tasmania---Business-Forecasting","","原始描述为空；根据仓库名判断，可能是塔斯马尼亚相关资料、网站或应用项目。","本地商业/生活服务","适合了解塔州本地商业/生活服务案例，但一般不是核心技术项目。 可作为第二梯队资料查看。","中","2","与塔州本地服务或商业相关，但技术/数据价值通常较弱。","R","0","0","False","2019-08-05T09:40:30Z","2019-08-05T09:58:17Z","2019-08-05T09:58:15Z",""
"Kirirou/farmtasker-au","https://github.com/Kirirou/farmtasker-au","Rust e-commerce website on Leptos framework for local farmers in Tasmania","塔斯马尼亚本地商业、生活服务或市场类项目。","本地商业/生活服务","适合了解塔州本地商业/生活服务案例，但一般不是核心技术项目。 可作为第二梯队资料查看。","中","2","与塔州本地服务或商业相关，但技术/数据价值通常较弱。","Rust","0","0","False","2024-09-03T06:48:57Z","2026-05-04T09:53:12Z","2026-01-17T18:47:38Z",""
"Hobart-Hostel-Accommodation/Tony-Guerra","https://github.com/Hobart-Hostel-Accommodation/Tony-Guerra","Hobart-Hostel-Accommodation in 41 Barrack Street, Hobart, 7000, Tasmania, Australia, 7000","塔斯马尼亚旅游、住宿、行程或目的地展示项目。","旅游/地方体验","适合了解塔州旅行、目的地、路线、活动或地方体验类应用。 可作为第二梯队资料查看。","中","3","与塔州主题明确相关，但更偏内容展示、旅行记录或文化资料。","","0","0","False","2016-02-03T06:36:19Z","2016-02-03T06:36:19Z","2016-02-03T06:36:19Z",""
"galckmin/PhD_DataAnalysis","https://github.com/galckmin/PhD_DataAnalysis","Gustavo Togeiro de Alckmin. PhD Data Analysis. University of Tasmania; Wageningen University","塔斯马尼亚大学课程、学生项目、作业或研究代码。","UTAS/教育/课程","适合了解塔斯马尼亚大学相关课程、模板、学生项目或研究代码。 可作为第二梯队资料查看。","中","3","与塔斯马尼亚大学相关，若关注本地教育/研究网络有参考价值。","","0","0","False","2018-01-28T23:44:53Z","2018-01-28T23:44:53Z","2018-01-28T23:44:54Z",""
"u7293638/aus-ghost-map","https://github.com/u7293638/aus-ghost-map","Map of Ghost Stories in Tasmania and Australia, extracted from Trove data","塔斯马尼亚相关地图、GIS、空间数据或地理可视化项目。","地图/GIS/空间数据","适合作为塔州地图、地理边界、空间可视化或位置数据线索。 相关性高，建议优先打开核查。","高","4","项目内容与塔州研究、数据或公共信息高度相关。","","0","0","False","2023-10-10T02:35:28Z","2023-10-16T05:10:01Z","2023-10-27T21:57:05Z",""
"equivalentideas/tas_lg_directory_councillors","https://github.com/equivalentideas/tas_lg_directory_councillors","The names of elected councillors at local government councils in Tasmania, Australia","抓取塔斯马尼亚地方议会规划申请数据的项目。","政府/公共服务/开放数据","适合追踪塔州公共数据、政府服务、交通、消防、能源或地方议会信息。 相关性高，建议优先打开核查。","高","4","项目内容与塔州研究、数据或公共信息高度相关。","Ruby","0","1","False","2016-05-06T06:10:10Z","2016-05-06T06:10:13Z","2016-05-08T05:33:05Z",""
"nf-s/tas-convict-datavis-d3","https://github.com/nf-s/tas-convict-datavis-d3","Health of Convicts during Voyages to Tasmania - D3 and Stardust.js Visualisation","检索或可视化 19 世纪被流放至塔斯马尼亚的囚犯资料。","历史/文化/社区","适合整理塔州历史、文化、社区组织或人文资料。 可作为第二梯队资料查看。","中","3","与塔州主题明确相关，但更偏内容展示、旅行记录或文化资料。","JavaScript","0","0","False","2018-01-16T06:24:58Z","2023-06-14T06:08:48Z","2023-06-14T06:08:43Z",""
"namedummy568-stack/Indigenous_Studies_Research","https://github.com/namedummy568-stack/Indigenous_Studies_Research","Research on the impact of European settlement on Aboriginal communities in Tasmania.","塔斯马尼亚历史、文化、社区或人文资料项目。","历史/文化/社区","适合整理塔州历史、文化、社区组织或人文资料。 可作为第二梯队资料查看。","中","3","与塔州主题明确相关，但更偏内容展示、旅行记录或文化资料。","","0","0","False","2025-09-21T12:03:20Z","2025-09-21T12:04:02Z","2025-09-21T12:03:59Z",""
"lukaslindenthal/flight-campaign-rf01-demo","https://github.com/lukaslindenthal/flight-campaign-rf01-demo","This is a web map of a flight campaign in southern Tasmania","塔斯马尼亚相关地图、GIS、空间数据或地理可视化项目。","地图/GIS/空间数据","适合作为塔州地图、地理边界、空间可视化或位置数据线索。 相关性高，建议优先打开核查。","高","5","主题直接指向塔斯马尼亚地点、机构、数据或物种，优先查看。","JavaScript","0","0","False","2023-04-13T23:40:46Z","2023-04-13T23:48:47Z","2023-04-13T23:51:47Z",""
"SorkinType/TASSchoolHandAustralia","https://github.com/SorkinType/TASSchoolHandAustralia","This font family is made to support handwriting instruction as offered in Tasmania, Australia","与塔斯马尼亚有关的资料、应用或网站项目；原始描述较简略，建议打开 README 进一步确认。","其他 Tasmania 相关","与 Tasmania 有一定关系，建议结合 README 再判断具体价值。 描述信息较少或主题较边缘，可放在后面查看。","低","1","可以确认有塔州关联，但项目主题较泛或描述信息有限。","Python","0","0","False","2023-09-30T03:37:13Z","2023-10-04T05:06:30Z","2024-03-20T11:10:57Z","australia;font;fonts;handwriting-instruction;tasmania;tasmanian"
"sdesalas/pocket-convict-finder","https://github.com/sdesalas/pocket-convict-finder","Mobile app for searching 85,000 convicts transported to Tasmania in the 19th century.","检索或可视化 19 世纪被流放至塔斯马尼亚的囚犯资料。","历史/文化/社区","适合整理塔州历史、文化、社区组织或人文资料。 可作为第二梯队资料查看。","中","3","与塔州主题明确相关，但更偏内容展示、旅行记录或文化资料。","","0","0","False","2015-07-03T15:36:55Z","2016-01-12T06:00:20Z","2016-01-12T05:59:07Z",""
"TheMartianLife/Honours-Presentation","https://github.com/TheMartianLife/Honours-Presentation","Mid-year and final presentations for 2019 Honours project at the University of Tasmania.","塔斯马尼亚大学课程、学生项目、作业或研究代码。","UTAS/教育/课程","适合了解塔斯马尼亚大学相关课程、模板、学生项目或研究代码。 仓库已归档，主要适合参考，不适合作为活跃依赖。","中","3","与塔斯马尼亚大学相关，若关注本地教育/研究网络有参考价值。","","0","0","True","2019-05-24T03:43:49Z","2023-01-28T07:44:48Z","2019-10-20T07:53:58Z",""
"sage3648/KIT107-Programming","https://github.com/sage3648/KIT107-Programming","My completed assignment work for KIT107, a C programming unit at the University of Tasmania","塔斯马尼亚大学课程、学生项目、作业或研究代码。","UTAS/教育/课程","适合了解塔斯马尼亚大学相关课程、模板、学生项目或研究代码。 可作为第二梯队资料查看。","中","3","与塔斯马尼亚大学相关，若关注本地教育/研究网络有参考价值。","C","1","0","False","2019-06-20T10:12:44Z","2021-02-11T22:30:19Z","2019-06-20T10:32:56Z",""
"fengjianmenglab/Code-and-data-availability-for-niche-and-range-dynamics-ofTasmanian-blue-gum","https://github.com/fengjianmenglab/Code-and-data-availability-for-niche-and-range-dynamics-ofTasmanian-blue-gum","","原始描述为空；根据仓库名判断，可能是塔斯马尼亚相关资料、网站或应用项目。","其他 Tasmania 相关","与 Tasmania 有一定关系，建议结合 README 再判断具体价值。 描述信息较少或主题较边缘，可放在后面查看。","低","1","可以确认有塔州关联，但项目主题较泛或描述信息有限。","R","0","0","False","2022-01-08T12:14:59Z","2022-01-08T12:17:20Z","2022-01-08T12:17:17Z",""
"mahirs291/house-price-analysis","https://github.com/mahirs291/house-price-analysis","Analysis of house prices in Tasmania, including acquisition of data and application of BI","塔斯马尼亚房地产、房价、贷款或地产展示相关项目。","本地商业/生活服务","适合了解塔州本地商业/生活服务案例，但一般不是核心技术项目。 可作为第二梯队资料查看。","中","2","与塔州本地服务或商业相关，但技术/数据价值通常较弱。","Jupyter Notebook","0","0","False","2024-06-20T19:34:09Z","2024-07-04T18:21:01Z","2024-06-21T08:54:14Z",""
"RobTheOceanographer/tassie_sst_climatology","https://github.com/RobTheOceanographer/tassie_sst_climatology","Representative climatologies of sea surface temperature (SST) around Tasmania for the Tasmanian Salmon aquaculture industry.","处理塔斯马尼亚周边海域海表温度观测和气候模型数据的代码。","生态/气候/物种研究","适合关注塔州生态、气候、海洋、森林或本土物种研究。 相关性高，建议优先打开核查。","高","4","项目内容与塔州研究、数据或公共信息高度相关。","","1","0","False","2016-08-03T23:45:37Z","2018-11-14T22:17:10Z","2016-08-04T23:15:00Z",""
"Cantina-Latina/site","https://github.com/Cantina-Latina/site","Demo of JS/React skills while creating a public face for Cantina Latina Tasmania","与塔斯马尼亚有关的资料、应用或网站项目；原始描述较简略，建议打开 README 进一步确认。","其他 Tasmania 相关","与 Tasmania 有一定关系，建议结合 README 再判断具体价值。 描述信息较少或主题较边缘，可放在后面查看。","低","1","可以确认有塔州关联，但项目主题较泛或描述信息有限。","JavaScript","0","0","False","2022-07-28T08:49:37Z","2022-08-14T23:27:29Z","2024-09-25T01:08:03Z",""
"Andrew-Klekociuk/allskycam","https://github.com/Andrew-Klekociuk/allskycam","Display of images and other data associated with an all-sky camera at Kingston, Tasmania","与塔斯马尼亚有关的资料、应用或网站项目；原始描述较简略，建议打开 README 进一步确认。","其他 Tasmania 相关","与 Tasmania 有一定关系，建议结合 README 再判断具体价值。 描述信息较少或主题较边缘，可放在后面查看。","低","1","可以确认有塔州关联，但项目主题较泛或描述信息有限。","HTML","0","0","False","2026-02-15T23:40:10Z","2026-02-16T03:21:07Z","2026-02-16T03:21:04Z",""
"UTAS-physics/KYA211","https://github.com/UTAS-physics/KYA211","Content to accompany the KYA211: Waves and Kinectic Theory unit at the university of Tasmania","塔斯马尼亚大学课程、学生项目、作业或研究代码。","UTAS/教育/课程","适合了解塔斯马尼亚大学相关课程、模板、学生项目或研究代码。 可作为第二梯队资料查看。","中","3","与塔斯马尼亚大学相关，若关注本地教育/研究网络有参考价值。","Jupyter Notebook","0","0","False","2026-02-27T03:37:09Z","2026-03-26T04:45:01Z","2026-03-26T04:44:57Z",""
"NicholasCluff/nullmaps","https://github.com/NicholasCluff/nullmaps","Mobile-first web map for Tasmania LIST services using SvelteKit, MapLibre GL, and Svelte 5","塔斯马尼亚相关地图、GIS、空间数据或地理可视化项目。","地图/GIS/空间数据","适合作为塔州地图、地理边界、空间可视化或位置数据线索。 相关性高，建议优先打开核查。","高","4","项目内容与塔州研究、数据或公共信息高度相关。","Svelte","0","0","False","2025-08-05T06:45:02Z","2025-08-13T04:46:54Z","2025-08-13T04:46:51Z",""
"DPIPWE/LIST_Tools_Pro_At_3_Addin","https://github.com/DPIPWE/LIST_Tools_Pro_At_3_Addin","An ArcGIS Pro 3 Addin to ease access to the Land Information System Tasmania (theLIST) ","塔斯马尼亚相关地图、GIS、空间数据或地理可视化项目。","地图/GIS/空间数据","适合作为塔州地图、地理边界、空间可视化或位置数据线索。 相关性高，建议优先打开核查。","高","5","主题直接指向塔斯马尼亚地点、机构、数据或物种，优先查看。","","0","0","False","2023-06-14T08:26:16Z","2024-08-16T06:29:19Z","2024-08-16T06:29:16Z",""
"sage3648/KIT101-Programming-Fundamentals","https://github.com/sage3648/KIT101-Programming-Fundamentals","My completed assignment work for KIT101, a Java programming unit at the University of Tasmania.","塔斯马尼亚大学课程、学生项目、作业或研究代码。","UTAS/教育/课程","适合了解塔斯马尼亚大学相关课程、模板、学生项目或研究代码。 可作为第二梯队资料查看。","中","3","与塔斯马尼亚大学相关，若关注本地教育/研究网络有参考价值。","Java","0","0","False","2019-06-20T10:26:57Z","2019-06-20T10:31:43Z","2019-06-20T10:31:41Z",""
"yatian-skyler-li/GEE_LandcoverClassify","https://github.com/yatian-skyler-li/GEE_LandcoverClassify","Landcover classification in Tasmania, Australia using Random Forest classifier in Google Earth Engine (GEE) JavaScript API","塔斯马尼亚相关地图、GIS、空间数据或地理可视化项目。","地图/GIS/空间数据","适合作为塔州地图、地理边界、空间可视化或位置数据线索。 相关性高，建议优先打开核查。","高","4","项目内容与塔州研究、数据或公共信息高度相关。","JavaScript","1","0","False","2024-07-23T11:23:30Z","2024-10-16T17:14:09Z","2024-07-23T17:34:36Z",""
"sage3648/KIT301-ICT-Project","https://github.com/sage3648/KIT301-ICT-Project","My completed work from the capstone unit of the University of Tasmania Batchelor Degree of ICT - Software Development - VR software to be used with the HTC Vive for the Geology department at the University of Tasmania","塔斯马尼亚大学课程、学生项目、作业或研究代码。","UTAS/教育/课程","适合了解塔斯马尼亚大学相关课程、模板、学生项目或研究代码。 可作为第二梯队资料查看。","中","3","与塔斯马尼亚大学相关，若关注本地教育/研究网络有参考价值。","","0","0","False","2019-06-20T10:55:20Z","2020-01-26T06:20:39Z","2019-06-20T11:50:49Z",""
"DPIPWE/LIST_Tools_Pro_Addin","https://github.com/DPIPWE/LIST_Tools_Pro_Addin","An ArcGIS Pro 2.6+ Addin to ease access to the Land Information System Tasmania (theLIST)","塔斯马尼亚相关地图、GIS、空间数据或地理可视化项目。","地图/GIS/空间数据","适合作为塔州地图、地理边界、空间可视化或位置数据线索。 相关性高，建议优先打开核查。","高","5","主题直接指向塔斯马尼亚地点、机构、数据或物种，优先查看。","","1","0","False","2022-03-31T06:32:52Z","2023-06-14T08:26:56Z","2023-06-14T08:22:28Z",""
"vinmasci/Lutruwita_Way","https://github.com/vinmasci/Lutruwita_Way","An interactive mapping application for exploring Lutruwita (Tasmania) featuring satellite imagery, town information, and user contributions.","塔斯马尼亚相关地图、GIS、空间数据或地理可视化项目。","地图/GIS/空间数据","适合作为塔州地图、地理边界、空间可视化或位置数据线索。 相关性高，建议优先打开核查。","高","5","主题直接指向塔斯马尼亚地点、机构、数据或物种，优先查看。","","0","0","False","2025-01-06T19:01:42Z","2025-01-06T19:01:42Z","2025-01-06T19:01:42Z",""
"aj-kivimaki/au2mate-showcase","https://github.com/aj-kivimaki/au2mate-showcase","Modern vehicle marketplace for Tasmania — Full-stack app with AWS, Prisma, React, secure auth, payments, and CI/CD.","塔斯马尼亚本地商业、生活服务或市场类项目。","本地商业/生活服务","适合了解塔州本地商业/生活服务案例，但一般不是核心技术项目。 可作为第二梯队资料查看。","中","2","与塔州本地服务或商业相关，但技术/数据价值通常较弱。","","0","0","False","2024-10-19T10:26:45Z","2025-12-05T16:04:33Z","2024-11-28T14:50:08Z","aws;docker;express;full-stack;github-actions;marketplace;mysql;nodejs;prisma;react;redis;typescript"
"grimley517/grimley517.github.io","https://github.com/grimley517/grimley517.github.io","This is why you should Hire me if you are a Tech SME in Tasmania, Australia","与塔斯马尼亚有关的资料、应用或网站项目；原始描述较简略，建议打开 README 进一步确认。","其他 Tasmania 相关","与 Tasmania 有一定关系，建议结合 README 再判断具体价值。 描述信息较少或主题较边缘，可放在后面查看。","低","1","可以确认有塔州关联，但项目主题较泛或描述信息有限。","CSS","0","0","False","2014-03-23T14:34:49Z","2025-07-17T16:59:23Z","2025-07-17T16:59:20Z",""
"AleronFrancois/PostCodeProgram","https://github.com/AleronFrancois/PostCodeProgram","Allow users to get a list of postcodes within Tasmania and the suburbs/towns they contain.","查询塔斯马尼亚邮编及对应城镇/郊区的程序。","地图/GIS/空间数据","适合作为塔州地图、地理边界、空间可视化或位置数据线索。 相关性高，建议优先打开核查。","高","4","项目内容与塔州研究、数据或公共信息高度相关。","Java","0","0","False","2025-03-13T11:49:41Z","2025-03-25T01:00:18Z","2025-03-25T01:00:15Z",""
